"name","value","created_at"
rank,35.0,2024-09-25 20:30:01.000
price_usd,0.09614,2024-09-25 20:40:02.000
volume_24h,46185206.1156,2024-09-25 20:40:02.000
market_cap_dominance,0.1279,2024-09-25 20:40:02.000
market_cap,2845656562.4628,2024-09-25 20:40:02.000
circulating_supply,29600283587.382,2024-09-25 20:40:02.000
rank,35.0,2024-09-25 20:40:02.000
price_usd,0.09623,2024-09-25 20:50:01.000
volume_24h,46136881.5128,2024-09-25 20:50:01.000
market_cap_dominance,0.1279,2024-09-25 20:50:01.000
market_cap,2848395401.366,2024-09-25 20:50:01.000
circulating_supply,29600283587.382,2024-09-25 20:50:01.000
rank,35.0,2024-09-25 20:50:01.000
price_usd,0.09634,2024-09-25 21:00:25.000
volume_24h,46121238.2245,2024-09-25 21:00:25.000
market_cap_dominance,0.128,2024-09-25 21:00:25.000
market_cap,2851749597.0551,2024-09-25 21:00:25.000
circulating_supply,29600283587.382,2024-09-25 21:00:25.000
rank,34.0,2024-09-25 21:00:25.000
price_usd,0.09631,2024-09-25 21:10:01.000
volume_24h,46052401.5216,2024-09-25 21:10:01.000
market_cap_dominance,0.128,2024-09-25 21:10:01.000
market_cap,2850893014.9458,2024-09-25 21:10:01.000
circulating_supply,29600283579.37,2024-09-25 21:10:01.000
rank,34.0,2024-09-25 21:10:01.000
price_usd,0.09631,2024-09-25 21:20:01.000
volume_24h,46009578.1493,2024-09-25 21:20:01.000
market_cap_dominance,0.128,2024-09-25 21:20:01.000
market_cap,2850776789.6297,2024-09-25 21:20:01.000
circulating_supply,29600283579.37,2024-09-25 21:20:01.000
rank,34.0,2024-09-25 21:20:01.000
price_usd,0.09634,2024-09-25 21:30:01.000
volume_24h,45985589.5031,2024-09-25 21:30:01.000
market_cap_dominance,0.128,2024-09-25 21:30:01.000
market_cap,2851645005.8578,2024-09-25 21:30:01.000
circulating_supply,29600283579.37,2024-09-25 21:30:01.000
rank,34.0,2024-09-25 21:30:01.000
price_usd,0.09638,2024-09-25 21:40:00.000
volume_24h,45938269.9933,2024-09-25 21:40:00.000
market_cap_dominance,0.1279,2024-09-25 21:40:00.000
market_cap,2852745924.0441,2024-09-25 21:40:00.000
circulating_supply,29600283566.925,2024-09-25 21:40:00.000
rank,34.0,2024-09-25 21:40:00.000
price_usd,0.09637,2024-09-25 21:50:00.000
volume_24h,45812032.301,2024-09-25 21:50:00.000
market_cap_dominance,0.1279,2024-09-25 21:50:00.000
market_cap,2852632099.3399,2024-09-25 21:50:00.000
circulating_supply,29600283566.925,2024-09-25 21:50:00.000
rank,34.0,2024-09-25 21:50:00.000
price_usd,0.09633,2024-09-25 22:00:29.000
volume_24h,45781915.2608,2024-09-25 22:00:29.000
market_cap_dominance,0.1279,2024-09-25 22:00:29.000
market_cap,2851456363.9767,2024-09-25 22:00:29.000
circulating_supply,29600283566.925,2024-09-25 22:00:29.000
rank,34.0,2024-09-25 22:00:29.000
price_usd,0.09602,2024-09-25 22:10:01.000
volume_24h,45426286.2687,2024-09-25 22:10:01.000
market_cap_dominance,0.1276,2024-09-25 22:10:01.000
market_cap,2842299615.2683,2024-09-25 22:10:01.000
circulating_supply,29600283552.93,2024-09-25 22:10:01.000
rank,34.0,2024-09-25 22:10:01.000
price_usd,0.09586,2024-09-25 22:20:00.000
volume_24h,45466743.0043,2024-09-25 22:20:00.000
market_cap_dominance,0.1276,2024-09-25 22:20:00.000
market_cap,2837345303.8895,2024-09-25 22:20:00.000
circulating_supply,29600283552.93,2024-09-25 22:20:00.000
rank,34.0,2024-09-25 22:20:00.000
price_usd,0.09587,2024-09-25 22:30:01.000
volume_24h,45528657.3903,2024-09-25 22:30:01.000
market_cap_dominance,0.1277,2024-09-25 22:30:01.000
market_cap,2837874326.7907,2024-09-25 22:30:01.000
circulating_supply,29600283552.93,2024-09-25 22:30:01.000
rank,34.0,2024-09-25 22:30:01.000
price_usd,0.09594,2024-09-25 22:40:01.000
volume_24h,45573539.5498,2024-09-25 22:40:02.000
market_cap_dominance,0.1276,2024-09-25 22:40:02.000
market_cap,2839824265.4227,2024-09-25 22:40:02.000
circulating_supply,29600283526.16,2024-09-25 22:40:02.000
rank,34.0,2024-09-25 22:40:02.000
price_usd,0.09591,2024-09-25 22:50:00.000
volume_24h,45750780.7951,2024-09-25 22:50:00.000
market_cap_dominance,0.128,2024-09-25 22:50:00.000
market_cap,2838999790.3465,2024-09-25 22:50:00.000
circulating_supply,29600283526.16,2024-09-25 22:50:00.000
rank,34.0,2024-09-25 22:50:00.000
price_usd,0.09606,2024-09-25 23:00:16.000
volume_24h,46075052.6275,2024-09-25 23:00:16.000
market_cap_dominance,0.128,2024-09-25 23:00:16.000
market_cap,2843306501.2349,2024-09-25 23:00:16.000
circulating_supply,29600283526.16,2024-09-25 23:00:16.000
rank,34.0,2024-09-25 23:00:16.000
price_usd,0.0959,2024-09-25 23:10:00.000
volume_24h,46024271.9545,2024-09-25 23:10:00.000
market_cap_dominance,0.128,2024-09-25 23:10:00.000
market_cap,2838648522.0338,2024-09-25 23:10:00.000
circulating_supply,29600283517.633,2024-09-25 23:10:00.000
rank,34.0,2024-09-25 23:10:00.000
price_usd,0.09588,2024-09-25 23:20:01.000
volume_24h,46119889.9863,2024-09-25 23:20:01.000
market_cap_dominance,0.128,2024-09-25 23:20:01.000
market_cap,2838200599.7759,2024-09-25 23:20:01.000
circulating_supply,29600283517.633,2024-09-25 23:20:01.000
rank,34.0,2024-09-25 23:20:01.000
price_usd,0.09586,2024-09-25 23:30:01.000
volume_24h,46189199.6061,2024-09-25 23:30:01.000
market_cap_dominance,0.1281,2024-09-25 23:30:01.000
market_cap,2837400813.1346,2024-09-25 23:30:01.000
circulating_supply,29600283517.633,2024-09-25 23:30:01.000
rank,34.0,2024-09-25 23:30:01.000
price_usd,0.09583,2024-09-25 23:40:03.000
volume_24h,46347184.0763,2024-09-25 23:40:03.000
market_cap_dominance,0.1282,2024-09-25 23:40:03.000
market_cap,2836717722.1039,2024-09-25 23:40:03.000
circulating_supply,29600283514.785,2024-09-25 23:40:03.000
rank,34.0,2024-09-25 23:40:03.000
price_usd,0.09574,2024-09-25 23:50:01.000
volume_24h,47001361.3538,2024-09-25 23:50:01.000
market_cap_dominance,0.1282,2024-09-25 23:50:01.000
market_cap,2834011571.0002,2024-09-25 23:50:01.000
circulating_supply,29600283514.785,2024-09-25 23:50:01.000
rank,34.0,2024-09-25 23:50:01.000
price_usd,0.09614,2024-09-26 00:16:34.000
volume_24h,47603540.6357,2024-09-26 00:16:34.000
market_cap_dominance,0.1282,2024-09-26 00:16:34.000
market_cap,2845643553.5149,2024-09-26 00:16:34.000
circulating_supply,29600283509.985,2024-09-26 00:16:34.000
rank,34.0,2024-09-26 00:16:34.000
price_usd,0.09614,2024-09-26 00:16:36.000
volume_24h,47603540.6357,2024-09-26 00:16:36.000
market_cap_dominance,0.1282,2024-09-26 00:16:36.000
market_cap,2845643553.5149,2024-09-26 00:16:36.000
circulating_supply,29600283509.985,2024-09-26 00:16:36.000
rank,34.0,2024-09-26 00:16:36.000
price_usd,0.09605,2024-09-26 00:20:00.000
volume_24h,47712741.535,2024-09-26 00:20:00.000
market_cap_dominance,0.1281,2024-09-26 00:20:00.000
market_cap,2843175528.0324,2024-09-26 00:20:00.000
circulating_supply,29600283509.985,2024-09-26 00:20:00.000
rank,34.0,2024-09-26 00:20:00.000
price_usd,0.09589,2024-09-26 00:30:01.000
volume_24h,47709126.6182,2024-09-26 00:30:01.000
market_cap_dominance,0.1279,2024-09-26 00:30:01.000
market_cap,2838418329.9496,2024-09-26 00:30:01.000
circulating_supply,29600283509.985,2024-09-26 00:30:01.000
rank,34.0,2024-09-26 00:30:01.000
price_usd,0.0959,2024-09-26 00:40:01.000
volume_24h,47914593.5911,2024-09-26 00:40:01.000
market_cap_dominance,0.1279,2024-09-26 00:40:01.000
market_cap,2838661348.6813,2024-09-26 00:40:01.000
circulating_supply,29600283506.246,2024-09-26 00:40:01.000
rank,34.0,2024-09-26 00:40:01.000
price_usd,0.09566,2024-09-26 00:50:01.000
volume_24h,48047240.1329,2024-09-26 00:50:01.000
market_cap_dominance,0.1278,2024-09-26 00:50:01.000
market_cap,2831605795.2931,2024-09-26 00:50:01.000
circulating_supply,29600283506.246,2024-09-26 00:50:01.000
rank,34.0,2024-09-26 00:50:01.000
price_usd,0.09494,2024-09-26 01:00:26.000
volume_24h,48643773.6264,2024-09-26 01:00:26.000
market_cap_dominance,0.1273,2024-09-26 01:00:26.000
market_cap,2810175748.9891,2024-09-26 01:00:26.000
circulating_supply,29600283506.246,2024-09-26 01:00:26.000
rank,34.0,2024-09-26 01:00:26.000
price_usd,0.09485,2024-09-26 01:10:00.000
volume_24h,48553998.3328,2024-09-26 01:10:00.000
market_cap_dominance,0.1273,2024-09-26 01:10:00.000
market_cap,2807583588.7383,2024-09-26 01:10:00.000
circulating_supply,29600283500.748,2024-09-26 01:10:00.000
rank,34.0,2024-09-26 01:10:00.000
price_usd,0.09502,2024-09-26 01:20:02.000
volume_24h,48911994.1363,2024-09-26 01:20:02.000
market_cap_dominance,0.1272,2024-09-26 01:20:02.000
market_cap,2812749449.4957,2024-09-26 01:20:02.000
circulating_supply,29600283500.748,2024-09-26 01:20:02.000
rank,34.0,2024-09-26 01:20:02.000
price_usd,0.09488,2024-09-26 01:30:00.000
volume_24h,49071600.762,2024-09-26 01:30:01.000
market_cap_dominance,0.1272,2024-09-26 01:30:01.000
market_cap,2808512572.4019,2024-09-26 01:30:01.000
circulating_supply,29600283500.748,2024-09-26 01:30:01.000
rank,34.0,2024-09-26 01:30:01.000
price_usd,0.09484,2024-09-26 01:40:00.000
volume_24h,49142605.3325,2024-09-26 01:40:01.000
market_cap_dominance,0.1273,2024-09-26 01:40:01.000
market_cap,2807359450.7634,2024-09-26 01:40:01.000
circulating_supply,29600283491.319,2024-09-26 01:40:01.000
rank,34.0,2024-09-26 01:40:01.000
price_usd,0.09501,2024-09-26 01:50:01.000
volume_24h,49366039.8366,2024-09-26 01:50:02.000
market_cap_dominance,0.1274,2024-09-26 01:50:02.000
market_cap,2812325586.7287,2024-09-26 01:50:02.000
circulating_supply,29600283491.319,2024-09-26 01:50:02.000
rank,34.0,2024-09-26 01:50:02.000
price_usd,0.09526,2024-09-26 02:00:26.000
volume_24h,49608942.6184,2024-09-26 02:00:26.000
market_cap_dominance,0.1273,2024-09-26 02:00:26.000
market_cap,2819735884.3618,2024-09-26 02:00:26.000
circulating_supply,29600283491.319,2024-09-26 02:00:26.000
rank,34.0,2024-09-26 02:00:26.000
price_usd,0.09551,2024-09-26 02:10:01.000
volume_24h,49725960.201,2024-09-26 02:10:01.000
market_cap_dominance,0.1274,2024-09-26 02:10:01.000
market_cap,2827242692.7688,2024-09-26 02:10:01.000
circulating_supply,29600283478.842,2024-09-26 02:10:01.000
rank,34.0,2024-09-26 02:10:01.000
price_usd,0.09547,2024-09-26 02:20:01.000
volume_24h,49831330.8543,2024-09-26 02:20:01.000
market_cap_dominance,0.1274,2024-09-26 02:20:01.000
market_cap,2825806867.6018,2024-09-26 02:20:01.000
circulating_supply,29600283478.842,2024-09-26 02:20:01.000
rank,34.0,2024-09-26 02:20:01.000
price_usd,0.09554,2024-09-26 02:30:01.000
volume_24h,49922297.7089,2024-09-26 02:30:01.000
market_cap_dominance,0.1274,2024-09-26 02:30:01.000
market_cap,2827979471.0767,2024-09-26 02:30:01.000
circulating_supply,29600283478.842,2024-09-26 02:30:01.000
rank,34.0,2024-09-26 02:30:01.000
price_usd,0.09565,2024-09-26 02:40:05.000
volume_24h,50031825.1404,2024-09-26 02:40:05.000
market_cap_dominance,0.1274,2024-09-26 02:40:05.000
market_cap,2831123289.3735,2024-09-26 02:40:05.000
circulating_supply,29600283463.1,2024-09-26 02:40:05.000
rank,34.0,2024-09-26 02:40:05.000
price_usd,0.09569,2024-09-26 02:50:01.000
volume_24h,50000505.7305,2024-09-26 02:50:01.000
market_cap_dominance,0.1274,2024-09-26 02:50:01.000
market_cap,2832339637.5548,2024-09-26 02:50:01.000
circulating_supply,29600283463.1,2024-09-26 02:50:01.000
rank,34.0,2024-09-26 02:50:01.000
price_usd,0.09572,2024-09-26 03:00:22.000
volume_24h,50148038.7275,2024-09-26 03:00:22.000
market_cap_dominance,0.1274,2024-09-26 03:00:22.000
market_cap,2833401783.117,2024-09-26 03:00:22.000
circulating_supply,29600283463.1,2024-09-26 03:00:22.000
rank,34.0,2024-09-26 03:00:22.000
price_usd,0.09564,2024-09-26 03:10:01.000
volume_24h,49732144.6488,2024-09-26 03:10:01.000
market_cap_dominance,0.1272,2024-09-26 03:10:01.000
market_cap,2831060781.7492,2024-09-26 03:10:01.000
circulating_supply,29600283449.572,2024-09-26 03:10:01.000
rank,35.0,2024-09-26 03:10:01.000
price_usd,0.09584,2024-09-26 03:20:01.000
volume_24h,49894516.7113,2024-09-26 03:20:01.000
market_cap_dominance,0.1275,2024-09-26 03:20:01.000
market_cap,2836874849.8064,2024-09-26 03:20:01.000
circulating_supply,29600283449.572,2024-09-26 03:20:01.000
rank,35.0,2024-09-26 03:20:01.000
price_usd,0.09548,2024-09-26 03:30:02.000
volume_24h,50064796.0777,2024-09-26 03:30:02.000
market_cap_dominance,0.127,2024-09-26 03:30:02.000
market_cap,2826160453.864,2024-09-26 03:30:02.000
circulating_supply,29600283449.572,2024-09-26 03:30:02.000
rank,35.0,2024-09-26 03:30:02.000
price_usd,0.09559,2024-09-26 03:40:00.000
volume_24h,50193780.7987,2024-09-26 03:40:01.000
market_cap_dominance,0.1272,2024-09-26 03:40:01.000
market_cap,2829509495.7832,2024-09-26 03:40:01.000
circulating_supply,29600283446.03,2024-09-26 03:40:01.000
rank,35.0,2024-09-26 03:40:01.000
price_usd,0.09573,2024-09-26 03:50:00.000
volume_24h,50318826.0483,2024-09-26 03:50:00.000
market_cap_dominance,0.1272,2024-09-26 03:50:00.000
market_cap,2833583929.0681,2024-09-26 03:50:00.000
circulating_supply,29600283446.03,2024-09-26 03:50:00.000
rank,35.0,2024-09-26 03:50:00.000
price_usd,0.09574,2024-09-26 04:00:21.000
volume_24h,50445895.8566,2024-09-26 04:00:21.000
market_cap_dominance,0.1271,2024-09-26 04:00:21.000
market_cap,2833852855.5536,2024-09-26 04:00:21.000
circulating_supply,29600283446.03,2024-09-26 04:00:21.000
rank,35.0,2024-09-26 04:00:21.000
price_usd,0.09575,2024-09-26 04:10:00.000
volume_24h,50377959.5455,2024-09-26 04:10:00.000
market_cap_dominance,0.1271,2024-09-26 04:10:00.000
market_cap,2834084340.8941,2024-09-26 04:10:00.000
circulating_supply,29600283441.489,2024-09-26 04:10:00.000
rank,35.0,2024-09-26 04:10:00.000
price_usd,0.09568,2024-09-26 04:20:00.000
volume_24h,50464627.1529,2024-09-26 04:20:00.000
market_cap_dominance,0.1271,2024-09-26 04:20:00.000
market_cap,2832119823.3148,2024-09-26 04:20:00.000
circulating_supply,29600283441.489,2024-09-26 04:20:00.000
rank,35.0,2024-09-26 04:20:00.000
price_usd,0.0957,2024-09-26 04:30:01.000
volume_24h,50495778.5715,2024-09-26 04:30:01.000
market_cap_dominance,0.1271,2024-09-26 04:30:01.000
market_cap,2832623585.6987,2024-09-26 04:30:01.000
circulating_supply,29600283441.489,2024-09-26 04:30:01.000
rank,35.0,2024-09-26 04:30:01.000
price_usd,0.09571,2024-09-26 04:40:01.000
volume_24h,50303814.4288,2024-09-26 04:40:01.000
market_cap_dominance,0.1272,2024-09-26 04:40:01.000
market_cap,2833009657.2105,2024-09-26 04:40:01.000
circulating_supply,29600283432.707,2024-09-26 04:40:01.000
rank,35.0,2024-09-26 04:40:01.000
price_usd,0.09576,2024-09-26 04:50:02.000
volume_24h,50457833.0965,2024-09-26 04:50:02.000
market_cap_dominance,0.1273,2024-09-26 04:50:02.000
market_cap,2834404663.6336,2024-09-26 04:50:02.000
circulating_supply,29600283432.707,2024-09-26 04:50:02.000
rank,35.0,2024-09-26 04:50:02.000
price_usd,0.09555,2024-09-26 05:00:28.000
volume_24h,50673397.9796,2024-09-26 05:00:28.000
market_cap_dominance,0.1271,2024-09-26 05:00:28.000
market_cap,2828361222.7093,2024-09-26 05:00:28.000
circulating_supply,29600283432.707,2024-09-26 05:00:28.000
rank,35.0,2024-09-26 05:00:28.000
price_usd,0.09564,2024-09-26 05:10:01.000
volume_24h,50598337.6881,2024-09-26 05:10:01.000
market_cap_dominance,0.1272,2024-09-26 05:10:01.000
market_cap,2830918176.5654,2024-09-26 05:10:01.000
circulating_supply,29600283428.842,2024-09-26 05:10:01.000
rank,35.0,2024-09-26 05:10:01.000
price_usd,0.09575,2024-09-26 05:20:00.000
volume_24h,50605554.8336,2024-09-26 05:20:00.000
market_cap_dominance,0.1272,2024-09-26 05:20:00.000
market_cap,2834371809.4703,2024-09-26 05:20:00.000
circulating_supply,29600283428.842,2024-09-26 05:20:00.000
rank,35.0,2024-09-26 05:20:00.000
price_usd,0.09586,2024-09-26 05:30:02.000
volume_24h,50788997.0702,2024-09-26 05:30:02.000
market_cap_dominance,0.1272,2024-09-26 05:30:02.000
market_cap,2837590205.0485,2024-09-26 05:30:02.000
circulating_supply,29600283428.842,2024-09-26 05:30:02.000
rank,36.0,2024-09-26 05:30:02.000
price_usd,0.09598,2024-09-26 05:40:03.000
volume_24h,51105644.0377,2024-09-26 05:40:03.000
market_cap_dominance,0.1271,2024-09-26 05:40:03.000
market_cap,2841012406.2559,2024-09-26 05:40:03.000
circulating_supply,29600283425.09,2024-09-26 05:40:03.000
rank,36.0,2024-09-26 05:40:03.000
price_usd,0.09622,2024-09-26 05:50:02.000
volume_24h,50979687.0184,2024-09-26 05:50:02.000
market_cap_dominance,0.1273,2024-09-26 05:50:02.000
market_cap,2848282853.4616,2024-09-26 05:50:02.000
circulating_supply,29600283425.09,2024-09-26 05:50:02.000
rank,36.0,2024-09-26 05:50:02.000
price_usd,0.09617,2024-09-26 06:00:28.000
volume_24h,51039091.0167,2024-09-26 06:00:28.000
market_cap_dominance,0.1272,2024-09-26 06:00:28.000
market_cap,2846575689.0802,2024-09-26 06:00:28.000
circulating_supply,29600283425.09,2024-09-26 06:00:28.000
rank,36.0,2024-09-26 06:00:28.000
price_usd,0.09611,2024-09-26 06:10:01.000
volume_24h,51600781.5501,2024-09-26 06:10:01.000
market_cap_dominance,0.1272,2024-09-26 06:10:01.000
market_cap,2844955948.8081,2024-09-26 06:10:01.000
circulating_supply,29600283393.589,2024-09-26 06:10:01.000
rank,36.0,2024-09-26 06:10:01.000
price_usd,0.09626,2024-09-26 06:20:01.000
volume_24h,51668344.6953,2024-09-26 06:20:01.000
market_cap_dominance,0.1272,2024-09-26 06:20:01.000
market_cap,2849329823.771,2024-09-26 06:20:01.000
circulating_supply,29600283393.589,2024-09-26 06:20:01.000
rank,36.0,2024-09-26 06:20:01.000
price_usd,0.09622,2024-09-26 06:30:02.000
volume_24h,51608397.7577,2024-09-26 06:30:02.000
market_cap_dominance,0.1272,2024-09-26 06:30:02.000
market_cap,2848147678.3121,2024-09-26 06:30:02.000
circulating_supply,29600283393.589,2024-09-26 06:30:02.000
rank,36.0,2024-09-26 06:30:02.000
price_usd,0.09629,2024-09-26 06:40:01.000
volume_24h,51624600.9644,2024-09-26 06:40:01.000
market_cap_dominance,0.1272,2024-09-26 06:40:01.000
market_cap,2850244464.5889,2024-09-26 06:40:01.000
circulating_supply,29600283390.048,2024-09-26 06:40:01.000
rank,36.0,2024-09-26 06:40:01.000
price_usd,0.09648,2024-09-26 06:50:00.000
volume_24h,51971480.8963,2024-09-26 06:50:01.000
market_cap_dominance,0.1273,2024-09-26 06:50:01.000
market_cap,2855964384.0732,2024-09-26 06:50:01.000
circulating_supply,29600283390.048,2024-09-26 06:50:01.000
rank,36.0,2024-09-26 06:50:01.000
price_usd,0.09643,2024-09-26 07:00:22.000
volume_24h,51965209.4374,2024-09-26 07:00:22.000
market_cap_dominance,0.1272,2024-09-26 07:00:22.000
market_cap,2854273401.0225,2024-09-26 07:00:22.000
circulating_supply,29600283390.048,2024-09-26 07:00:22.000
rank,36.0,2024-09-26 07:00:22.000
price_usd,0.09644,2024-09-26 07:10:02.000
volume_24h,51768366.2956,2024-09-26 07:10:02.000
market_cap_dominance,0.1273,2024-09-26 07:10:02.000
market_cap,2854544852.7712,2024-09-26 07:10:02.000
circulating_supply,29600283386.632,2024-09-26 07:10:02.000
rank,36.0,2024-09-26 07:10:02.000
price_usd,0.09646,2024-09-26 07:20:06.000
volume_24h,51712654.2621,2024-09-26 07:20:06.000
market_cap_dominance,0.1274,2024-09-26 07:20:06.000
market_cap,2855189471.6385,2024-09-26 07:20:06.000
circulating_supply,29600283386.632,2024-09-26 07:20:06.000
rank,36.0,2024-09-26 07:20:06.000
price_usd,0.09672,2024-09-26 07:30:01.000
volume_24h,51761244.7081,2024-09-26 07:30:01.000
market_cap_dominance,0.1275,2024-09-26 07:30:01.000
market_cap,2862964447.5019,2024-09-26 07:30:01.000
circulating_supply,29600283386.632,2024-09-26 07:30:01.000
rank,36.0,2024-09-26 07:30:01.000
price_usd,0.09683,2024-09-26 07:40:00.000
volume_24h,51712026.6362,2024-09-26 07:40:01.000
market_cap_dominance,0.1277,2024-09-26 07:40:01.000
market_cap,2866173345.9687,2024-09-26 07:40:01.000
circulating_supply,29600283383.19,2024-09-26 07:40:01.000
rank,36.0,2024-09-26 07:40:01.000
price_usd,0.09697,2024-09-26 07:50:01.000
volume_24h,51722062.9172,2024-09-26 07:50:01.000
market_cap_dominance,0.1278,2024-09-26 07:50:01.000
market_cap,2870279866.0601,2024-09-26 07:50:01.000
circulating_supply,29600283383.19,2024-09-26 07:50:01.000
rank,36.0,2024-09-26 07:50:01.000
price_usd,0.09704,2024-09-26 08:00:23.000
volume_24h,51764946.6903,2024-09-26 08:00:23.000
market_cap_dominance,0.1278,2024-09-26 08:00:23.000
market_cap,2872397922.9566,2024-09-26 08:00:23.000
circulating_supply,29600283383.19,2024-09-26 08:00:23.000
rank,36.0,2024-09-26 08:00:23.000
price_usd,0.09718,2024-09-26 08:10:01.000
volume_24h,51654137.5779,2024-09-26 08:10:01.000
market_cap_dominance,0.1279,2024-09-26 08:10:01.000
market_cap,2876699854.6584,2024-09-26 08:10:01.000
circulating_supply,29600283371.734,2024-09-26 08:10:01.000
rank,36.0,2024-09-26 08:10:01.000
price_usd,0.09711,2024-09-26 08:20:01.000
volume_24h,51704568.9165,2024-09-26 08:20:01.000
market_cap_dominance,0.1279,2024-09-26 08:20:01.000
market_cap,2874615910.063,2024-09-26 08:20:01.000
circulating_supply,29600283371.734,2024-09-26 08:20:01.000
rank,36.0,2024-09-26 08:20:01.000
price_usd,0.09704,2024-09-26 08:30:00.000
volume_24h,51561991.5076,2024-09-26 08:30:00.000
market_cap_dominance,0.1278,2024-09-26 08:30:00.000
market_cap,2872269490.6959,2024-09-26 08:30:00.000
circulating_supply,29600283371.734,2024-09-26 08:30:00.000
rank,36.0,2024-09-26 08:30:00.000
price_usd,0.09706,2024-09-26 08:40:01.000
volume_24h,51434035.4627,2024-09-26 08:40:01.000
market_cap_dominance,0.1278,2024-09-26 08:40:01.000
market_cap,2872869757.8003,2024-09-26 08:40:01.000
circulating_supply,29600283366.521,2024-09-26 08:40:01.000
rank,36.0,2024-09-26 08:40:01.000
price_usd,0.09693,2024-09-26 08:50:01.000
volume_24h,51604201.9565,2024-09-26 08:50:01.000
market_cap_dominance,0.1277,2024-09-26 08:50:01.000
market_cap,2869015588.4287,2024-09-26 08:50:01.000
circulating_supply,29600283366.521,2024-09-26 08:50:01.000
rank,36.0,2024-09-26 08:50:01.000
price_usd,0.09684,2024-09-26 09:00:31.000
volume_24h,51540819.7852,2024-09-26 09:00:31.000
market_cap_dominance,0.1277,2024-09-26 09:00:31.000
market_cap,2866400074.8559,2024-09-26 09:00:31.000
circulating_supply,29600283366.521,2024-09-26 09:00:31.000
rank,36.0,2024-09-26 09:00:31.000
price_usd,0.09676,2024-09-26 09:10:00.000
volume_24h,51388195.5625,2024-09-26 09:10:00.000
market_cap_dominance,0.1277,2024-09-26 09:10:00.000
market_cap,2864233036.3383,2024-09-26 09:10:00.000
circulating_supply,29600283359.451,2024-09-26 09:10:00.000
rank,36.0,2024-09-26 09:10:00.000
price_usd,0.09674,2024-09-26 09:20:02.000
volume_24h,51186371.7683,2024-09-26 09:20:03.000
market_cap_dominance,0.1278,2024-09-26 09:20:03.000
market_cap,2863598483.7278,2024-09-26 09:20:03.000
circulating_supply,29600283359.451,2024-09-26 09:20:03.000
rank,36.0,2024-09-26 09:20:03.000
price_usd,0.09689,2024-09-26 09:30:01.000
volume_24h,51067018.0192,2024-09-26 09:30:01.000
market_cap_dominance,0.1279,2024-09-26 09:30:01.000
market_cap,2868039107.2052,2024-09-26 09:30:01.000
circulating_supply,29600283359.451,2024-09-26 09:30:01.000
rank,36.0,2024-09-26 09:30:01.000
price_usd,0.09702,2024-09-26 09:40:01.000
volume_24h,51029598.0712,2024-09-26 09:40:01.000
market_cap_dominance,0.1279,2024-09-26 09:40:01.000
market_cap,2871682110.1726,2024-09-26 09:40:01.000
circulating_supply,29600283313.404,2024-09-26 09:40:01.000
rank,36.0,2024-09-26 09:40:01.000
price_usd,0.09717,2024-09-26 09:50:01.000
volume_24h,51033571.6342,2024-09-26 09:50:01.000
market_cap_dominance,0.1281,2024-09-26 09:50:01.000
market_cap,2876281863.9144,2024-09-26 09:50:01.000
circulating_supply,29600283313.404,2024-09-26 09:50:01.000
rank,36.0,2024-09-26 09:50:01.000
price_usd,0.09704,2024-09-26 10:00:30.000
volume_24h,50916572.4265,2024-09-26 10:00:30.000
market_cap_dominance,0.1279,2024-09-26 10:00:30.000
market_cap,2872338921.937,2024-09-26 10:00:30.000
circulating_supply,29600283313.404,2024-09-26 10:00:30.000
rank,36.0,2024-09-26 10:00:30.000
price_usd,0.09714,2024-09-26 10:10:01.000
volume_24h,50775354.5485,2024-09-26 10:10:01.000
market_cap_dominance,0.1281,2024-09-26 10:10:01.000
market_cap,2875251702.7854,2024-09-26 10:10:01.000
circulating_supply,29600283291.625,2024-09-26 10:10:01.000
rank,36.0,2024-09-26 10:10:01.000
price_usd,0.09723,2024-09-26 10:20:02.000
volume_24h,50969825.259,2024-09-26 10:20:02.000
market_cap_dominance,0.128,2024-09-26 10:20:02.000
market_cap,2878149897.8459,2024-09-26 10:20:02.000
circulating_supply,29600283291.625,2024-09-26 10:20:02.000
rank,36.0,2024-09-26 10:20:02.000
price_usd,0.09728,2024-09-26 10:30:01.000
volume_24h,51566027.0329,2024-09-26 10:30:01.000
market_cap_dominance,0.1278,2024-09-26 10:30:01.000
market_cap,2879531680.0772,2024-09-26 10:30:01.000
circulating_supply,29600283291.625,2024-09-26 10:30:01.000
rank,36.0,2024-09-26 10:30:01.000
price_usd,0.0974,2024-09-26 10:40:00.000
volume_24h,51719083.8926,2024-09-26 10:40:01.000
market_cap_dominance,0.1274,2024-09-26 10:40:01.000
market_cap,2882937542.0446,2024-09-26 10:40:01.000
circulating_supply,29600283280.223,2024-09-26 10:40:01.000
rank,36.0,2024-09-26 10:40:01.000
price_usd,0.09744,2024-09-26 10:50:00.000
volume_24h,51427216.2715,2024-09-26 10:50:00.000
market_cap_dominance,0.1274,2024-09-26 10:50:00.000
market_cap,2884369145.2412,2024-09-26 10:50:00.000
circulating_supply,29600283280.223,2024-09-26 10:50:00.000
rank,36.0,2024-09-26 10:50:00.000
price_usd,0.09763,2024-09-26 11:00:23.000
volume_24h,51572027.9625,2024-09-26 11:00:23.000
market_cap_dominance,0.1278,2024-09-26 11:00:23.000
market_cap,2889842603.5135,2024-09-26 11:00:23.000
circulating_supply,29600283280.223,2024-09-26 11:00:23.000
