"name","value","created_at"
circulating_supply,29745862352.631,2024-10-27 21:50:02.000
rank,30.0,2024-10-27 21:50:02.000
price_usd,0.09424,2024-10-27 22:02:01.000
volume_24h,32164735.004,2024-10-27 22:02:02.000
market_cap_dominance,0.1215,2024-10-27 22:02:02.000
market_cap,2803177201.2523,2024-10-27 22:02:02.000
circulating_supply,29745862352.631,2024-10-27 22:02:02.000
rank,30.0,2024-10-27 22:02:02.000
price_usd,0.09441,2024-10-27 22:10:01.000
volume_24h,32271852.0825,2024-10-27 22:10:02.000
market_cap_dominance,0.1214,2024-10-27 22:10:02.000
market_cap,2808211869.386,2024-10-27 22:10:02.000
circulating_supply,29745862322.506,2024-10-27 22:10:02.000
rank,30.0,2024-10-27 22:10:02.000
price_usd,0.09442,2024-10-27 22:20:01.000
volume_24h,32396773.2168,2024-10-27 22:20:02.000
market_cap_dominance,0.1212,2024-10-27 22:20:02.000
market_cap,2808580527.9751,2024-10-27 22:20:02.000
circulating_supply,29745862322.506,2024-10-27 22:20:02.000
rank,30.0,2024-10-27 22:20:02.000
price_usd,0.09443,2024-10-27 22:30:01.000
volume_24h,32478072.6769,2024-10-27 22:30:02.000
market_cap_dominance,0.1212,2024-10-27 22:30:02.000
market_cap,2808777629.9847,2024-10-27 22:30:02.000
circulating_supply,29745862322.506,2024-10-27 22:30:02.000
rank,30.0,2024-10-27 22:30:02.000
price_usd,0.09438,2024-10-27 22:40:01.000
volume_24h,32535843.5411,2024-10-27 22:40:02.000
market_cap_dominance,0.1211,2024-10-27 22:40:02.000
market_cap,2807489210.864,2024-10-27 22:40:02.000
circulating_supply,29745862257.746,2024-10-27 22:40:02.000
rank,30.0,2024-10-27 22:40:02.000
price_usd,0.09437,2024-10-27 22:50:01.000
volume_24h,32643163.1596,2024-10-27 22:50:02.000
market_cap_dominance,0.1212,2024-10-27 22:50:02.000
market_cap,2807144026.7394,2024-10-27 22:50:02.000
circulating_supply,29745862257.746,2024-10-27 22:50:02.000
rank,30.0,2024-10-27 22:50:02.000
price_usd,0.09433,2024-10-27 23:02:01.000
volume_24h,32753999.832,2024-10-27 23:02:02.000
market_cap_dominance,0.1212,2024-10-27 23:02:02.000
market_cap,2805949878.9321,2024-10-27 23:02:02.000
circulating_supply,29745862257.746,2024-10-27 23:02:02.000
rank,30.0,2024-10-27 23:02:02.000
price_usd,0.09441,2024-10-27 23:10:00.000
volume_24h,32779316.5611,2024-10-27 23:10:01.000
market_cap_dominance,0.1212,2024-10-27 23:10:01.000
market_cap,2808357432.9363,2024-10-27 23:10:01.000
circulating_supply,29745862243.355,2024-10-27 23:10:01.000
rank,30.0,2024-10-27 23:10:01.000
price_usd,0.09443,2024-10-27 23:20:01.000
volume_24h,32739738.9817,2024-10-27 23:20:02.000
market_cap_dominance,0.1211,2024-10-27 23:20:02.000
market_cap,2808815601.6992,2024-10-27 23:20:02.000
circulating_supply,29745862243.355,2024-10-27 23:20:02.000
rank,30.0,2024-10-27 23:20:02.000
price_usd,0.09431,2024-10-27 23:30:00.000
volume_24h,32756598.2641,2024-10-27 23:30:02.000
market_cap_dominance,0.1212,2024-10-27 23:30:02.000
market_cap,2805327087.6058,2024-10-27 23:30:02.000
circulating_supply,29745862243.355,2024-10-27 23:30:02.000
rank,30.0,2024-10-27 23:30:02.000
price_usd,0.09427,2024-10-27 23:40:03.000
volume_24h,32601152.6397,2024-10-27 23:40:04.000
market_cap_dominance,0.1212,2024-10-27 23:40:04.000
market_cap,2804135744.4781,2024-10-27 23:40:04.000
circulating_supply,29745862236.221,2024-10-27 23:40:04.000
rank,30.0,2024-10-27 23:40:04.000
price_usd,0.0942,2024-10-27 23:50:01.000
volume_24h,32672382.5404,2024-10-27 23:50:02.000
market_cap_dominance,0.1212,2024-10-27 23:50:02.000
market_cap,2801935286.2425,2024-10-27 23:50:02.000
circulating_supply,29745862236.221,2024-10-27 23:50:02.000
rank,30.0,2024-10-27 23:50:02.000
price_usd,0.09417,2024-10-28 00:19:34.000
volume_24h,32029274.7509,2024-10-28 00:19:35.000
market_cap_dominance,0.1212,2024-10-28 00:19:35.000
market_cap,2801283603.8905,2024-10-28 00:19:35.000
circulating_supply,29745862224.2,2024-10-28 00:19:35.000
rank,30.0,2024-10-28 00:19:35.000
price_usd,0.09417,2024-10-28 00:19:36.000
volume_24h,32029274.7509,2024-10-28 00:19:37.000
market_cap_dominance,0.1212,2024-10-28 00:19:37.000
market_cap,2801283603.8905,2024-10-28 00:19:37.000
circulating_supply,29745862224.2,2024-10-28 00:19:37.000
rank,30.0,2024-10-28 00:19:37.000
price_usd,0.09417,2024-10-28 00:20:02.000
volume_24h,32029274.7509,2024-10-28 00:20:03.000
market_cap_dominance,0.1212,2024-10-28 00:20:03.000
market_cap,2801283603.8905,2024-10-28 00:20:03.000
circulating_supply,29745862224.2,2024-10-28 00:20:03.000
rank,30.0,2024-10-28 00:20:03.000
price_usd,0.09406,2024-10-28 00:30:01.000
volume_24h,31250008.8033,2024-10-28 00:30:02.000
market_cap_dominance,0.1211,2024-10-28 00:30:02.000
market_cap,2797966751.3493,2024-10-28 00:30:02.000
circulating_supply,29745862224.2,2024-10-28 00:30:02.000
rank,30.0,2024-10-28 00:30:02.000
price_usd,0.09404,2024-10-28 00:40:01.000
volume_24h,31237856.5508,2024-10-28 00:40:03.000
market_cap_dominance,0.1211,2024-10-28 00:40:03.000
market_cap,2797445784.8063,2024-10-28 00:40:03.000
circulating_supply,29745862193.988,2024-10-28 00:40:03.000
rank,30.0,2024-10-28 00:40:03.000
price_usd,0.09394,2024-10-28 00:50:02.000
volume_24h,31242737.5207,2024-10-28 00:50:03.000
market_cap_dominance,0.1211,2024-10-28 00:50:03.000
market_cap,2794437653.5844,2024-10-28 00:50:03.000
circulating_supply,29745862193.988,2024-10-28 00:50:03.000
rank,30.0,2024-10-28 00:50:03.000
price_usd,0.09397,2024-10-28 01:02:02.000
volume_24h,31332571.2858,2024-10-28 01:02:03.000
market_cap_dominance,0.1212,2024-10-28 01:02:03.000
market_cap,2795110390.7113,2024-10-28 01:02:03.000
circulating_supply,29745862193.988,2024-10-28 01:02:03.000
rank,30.0,2024-10-28 01:02:03.000
price_usd,0.09398,2024-10-28 01:10:01.000
volume_24h,31433725.16,2024-10-28 01:10:02.000
market_cap_dominance,0.1213,2024-10-28 01:10:02.000
market_cap,2795575867.0794,2024-10-28 01:10:02.000
circulating_supply,29745862188.438,2024-10-28 01:10:02.000
rank,30.0,2024-10-28 01:10:02.000
price_usd,0.09401,2024-10-28 01:20:01.000
volume_24h,31616862.2871,2024-10-28 01:20:02.000
market_cap_dominance,0.1213,2024-10-28 01:20:02.000
market_cap,2796482244.4385,2024-10-28 01:20:02.000
circulating_supply,29745862188.438,2024-10-28 01:20:02.000
rank,30.0,2024-10-28 01:20:02.000
price_usd,0.09387,2024-10-28 01:30:04.000
volume_24h,31747317.3,2024-10-28 01:30:05.000
market_cap_dominance,0.1213,2024-10-28 01:30:05.000
market_cap,2792123205.6476,2024-10-28 01:30:05.000
circulating_supply,29745862188.438,2024-10-28 01:30:05.000
rank,30.0,2024-10-28 01:30:05.000
price_usd,0.09382,2024-10-28 01:40:01.000
volume_24h,31776913.5119,2024-10-28 01:40:02.000
market_cap_dominance,0.1212,2024-10-28 01:40:02.000
market_cap,2790870726.9878,2024-10-28 01:40:02.000
circulating_supply,29745862168.706,2024-10-28 01:40:02.000
rank,30.0,2024-10-28 01:40:02.000
price_usd,0.09381,2024-10-28 01:50:03.000
volume_24h,31791170.8949,2024-10-28 01:50:04.000
market_cap_dominance,0.1213,2024-10-28 01:50:04.000
market_cap,2790483000.9908,2024-10-28 01:50:04.000
circulating_supply,29745862168.706,2024-10-28 01:50:04.000
rank,30.0,2024-10-28 01:50:04.000
price_usd,0.09379,2024-10-28 02:02:01.000
volume_24h,31828966.124,2024-10-28 02:02:02.000
market_cap_dominance,0.1213,2024-10-28 02:02:02.000
market_cap,2789795940.8372,2024-10-28 02:02:02.000
circulating_supply,29745862168.706,2024-10-28 02:02:02.000
rank,30.0,2024-10-28 02:02:02.000
price_usd,0.09377,2024-10-28 02:10:00.000
volume_24h,31756015.8657,2024-10-28 02:10:01.000
market_cap_dominance,0.1214,2024-10-28 02:10:01.000
market_cap,2789297029.0969,2024-10-28 02:10:01.000
circulating_supply,29745862140.519,2024-10-28 02:10:01.000
rank,30.0,2024-10-28 02:10:01.000
price_usd,0.09391,2024-10-28 02:20:02.000
volume_24h,31330992.6295,2024-10-28 02:20:03.000
market_cap_dominance,0.1215,2024-10-28 02:20:03.000
market_cap,2793335304.499,2024-10-28 02:20:03.000
circulating_supply,29745862140.519,2024-10-28 02:20:03.000
rank,30.0,2024-10-28 02:20:03.000
price_usd,0.09389,2024-10-28 02:30:02.000
volume_24h,31340368.1702,2024-10-28 02:30:03.000
market_cap_dominance,0.1214,2024-10-28 02:30:03.000
market_cap,2792768080.7945,2024-10-28 02:30:03.000
circulating_supply,29745862140.519,2024-10-28 02:30:03.000
rank,30.0,2024-10-28 02:30:03.000
price_usd,0.09381,2024-10-28 02:40:01.000
volume_24h,31461898.088,2024-10-28 02:40:02.000
market_cap_dominance,0.1214,2024-10-28 02:40:02.000
market_cap,2790512327.6423,2024-10-28 02:40:02.000
circulating_supply,29745862116.876,2024-10-28 02:40:02.000
rank,30.0,2024-10-28 02:40:02.000
price_usd,0.09378,2024-10-28 02:50:00.000
volume_24h,31582454.8191,2024-10-28 02:50:01.000
market_cap_dominance,0.1213,2024-10-28 02:50:01.000
market_cap,2789435587.2974,2024-10-28 02:50:01.000
circulating_supply,29745862116.876,2024-10-28 02:50:01.000
rank,30.0,2024-10-28 02:50:01.000
price_usd,0.09363,2024-10-28 03:02:01.000
volume_24h,31758112.076,2024-10-28 03:02:02.000
market_cap_dominance,0.1211,2024-10-28 03:02:02.000
market_cap,2785082307.4202,2024-10-28 03:02:02.000
circulating_supply,29745862116.876,2024-10-28 03:02:02.000
rank,30.0,2024-10-28 03:02:02.000
price_usd,0.09363,2024-10-28 03:10:00.000
volume_24h,32148054.4804,2024-10-28 03:10:01.000
market_cap_dominance,0.121,2024-10-28 03:10:01.000
market_cap,2785193295.9297,2024-10-28 03:10:01.000
circulating_supply,29745862085.853,2024-10-28 03:10:01.000
rank,30.0,2024-10-28 03:10:01.000
price_usd,0.09363,2024-10-28 03:20:01.000
volume_24h,32206671.7686,2024-10-28 03:20:02.000
market_cap_dominance,0.1209,2024-10-28 03:20:02.000
market_cap,2785061911.4529,2024-10-28 03:20:02.000
circulating_supply,29745862085.853,2024-10-28 03:20:02.000
rank,30.0,2024-10-28 03:20:02.000
price_usd,0.09366,2024-10-28 03:30:00.000
volume_24h,32260771.7211,2024-10-28 03:30:01.000
market_cap_dominance,0.1209,2024-10-28 03:30:01.000
market_cap,2786140727.0616,2024-10-28 03:30:01.000
circulating_supply,29745862085.853,2024-10-28 03:30:01.000
rank,30.0,2024-10-28 03:30:01.000
price_usd,0.09354,2024-10-28 03:40:01.000
volume_24h,32565032.1907,2024-10-28 03:40:02.000
market_cap_dominance,0.121,2024-10-28 03:40:02.000
market_cap,2782567410.9142,2024-10-28 03:40:02.000
circulating_supply,29745862026.559,2024-10-28 03:40:02.000
rank,30.0,2024-10-28 03:40:02.000
price_usd,0.09343,2024-10-28 03:50:01.000
volume_24h,32876923.0567,2024-10-28 03:50:02.000
market_cap_dominance,0.121,2024-10-28 03:50:02.000
market_cap,2779287918.2016,2024-10-28 03:50:02.000
circulating_supply,29745862026.559,2024-10-28 03:50:02.000
rank,30.0,2024-10-28 03:50:02.000
price_usd,0.09334,2024-10-28 04:02:01.000
volume_24h,33362340.3378,2024-10-28 04:02:03.000
market_cap_dominance,0.1211,2024-10-28 04:02:03.000
market_cap,2776529264.7072,2024-10-28 04:02:03.000
circulating_supply,29745862026.559,2024-10-28 04:02:03.000
rank,30.0,2024-10-28 04:02:03.000
price_usd,0.09331,2024-10-28 04:10:01.000
volume_24h,33513849.6024,2024-10-28 04:10:02.000
market_cap_dominance,0.1209,2024-10-28 04:10:02.000
market_cap,2775724644.9774,2024-10-28 04:10:02.000
circulating_supply,29745861994.647,2024-10-28 04:10:02.000
rank,30.0,2024-10-28 04:10:02.000
price_usd,0.09341,2024-10-28 04:20:00.000
volume_24h,33665558.2445,2024-10-28 04:20:01.000
market_cap_dominance,0.121,2024-10-28 04:20:01.000
market_cap,2778663730.1193,2024-10-28 04:20:01.000
circulating_supply,29745861994.647,2024-10-28 04:20:01.000
rank,30.0,2024-10-28 04:20:01.000
price_usd,0.09321,2024-10-28 04:30:02.000
volume_24h,33684955.8836,2024-10-28 04:30:03.000
market_cap_dominance,0.1209,2024-10-28 04:30:03.000
market_cap,2772505778.6397,2024-10-28 04:30:03.000
circulating_supply,29745861994.647,2024-10-28 04:30:03.000
rank,30.0,2024-10-28 04:30:03.000
price_usd,0.09312,2024-10-28 04:40:01.000
volume_24h,33953350.1541,2024-10-28 04:40:02.000
market_cap_dominance,0.1208,2024-10-28 04:40:02.000
market_cap,2769978343.4468,2024-10-28 04:40:02.000
circulating_supply,29745861994.647,2024-10-28 04:40:02.000
rank,30.0,2024-10-28 04:40:02.000
price_usd,0.09315,2024-10-28 04:50:01.000
volume_24h,34052364.1358,2024-10-28 04:50:02.000
market_cap_dominance,0.1209,2024-10-28 04:50:02.000
market_cap,2770819891.8923,2024-10-28 04:50:02.000
circulating_supply,29745861994.647,2024-10-28 04:50:02.000
rank,30.0,2024-10-28 04:50:02.000
price_usd,0.09324,2024-10-28 05:02:01.000
volume_24h,34050131.2661,2024-10-28 05:02:02.000
market_cap_dominance,0.1208,2024-10-28 05:02:02.000
market_cap,2773405283.7213,2024-10-28 05:02:02.000
circulating_supply,29745861994.647,2024-10-28 05:02:02.000
rank,30.0,2024-10-28 05:02:02.000
price_usd,0.09307,2024-10-28 05:10:01.000
volume_24h,33629372.7565,2024-10-28 05:10:02.000
market_cap_dominance,0.1207,2024-10-28 05:10:02.000
market_cap,2768550120.2279,2024-10-28 05:10:02.000
circulating_supply,29745861959.781,2024-10-28 05:10:02.000
rank,30.0,2024-10-28 05:10:02.000
price_usd,0.093,2024-10-28 05:20:01.000
volume_24h,33666617.6354,2024-10-28 05:20:02.000
market_cap_dominance,0.1206,2024-10-28 05:20:02.000
market_cap,2766482118.85,2024-10-28 05:20:02.000
circulating_supply,29745861959.781,2024-10-28 05:20:02.000
rank,30.0,2024-10-28 05:20:02.000
price_usd,0.093,2024-10-28 05:30:00.000
volume_24h,33837645.6597,2024-10-28 05:30:01.000
market_cap_dominance,0.1206,2024-10-28 05:30:01.000
market_cap,2766425481.6342,2024-10-28 05:30:01.000
circulating_supply,29745861959.781,2024-10-28 05:30:01.000
rank,30.0,2024-10-28 05:30:01.000
price_usd,0.09295,2024-10-28 05:40:01.000
volume_24h,34151044.408,2024-10-28 05:40:02.000
market_cap_dominance,0.1207,2024-10-28 05:40:02.000
market_cap,2764905624.0002,2024-10-28 05:40:02.000
circulating_supply,29745861942.426,2024-10-28 05:40:02.000
rank,30.0,2024-10-28 05:40:02.000
price_usd,0.09312,2024-10-28 05:50:00.000
volume_24h,34317780.9158,2024-10-28 05:50:01.000
market_cap_dominance,0.1208,2024-10-28 05:50:01.000
market_cap,2770037436.4626,2024-10-28 05:50:01.000
circulating_supply,29745861942.426,2024-10-28 05:50:01.000
rank,30.0,2024-10-28 05:50:01.000
price_usd,0.09326,2024-10-28 06:02:01.000
volume_24h,33193896.2278,2024-10-28 06:02:02.000
market_cap_dominance,0.1207,2024-10-28 06:02:02.000
market_cap,2774208270.0623,2024-10-28 06:02:02.000
circulating_supply,29745861942.426,2024-10-28 06:02:02.000
rank,30.0,2024-10-28 06:02:02.000
price_usd,0.09326,2024-10-28 06:10:00.000
volume_24h,31717170.4865,2024-10-28 06:10:02.000
market_cap_dominance,0.1207,2024-10-28 06:10:02.000
market_cap,2774080184.4174,2024-10-28 06:10:02.000
circulating_supply,29745861927.168,2024-10-28 06:10:02.000
rank,30.0,2024-10-28 06:10:02.000
price_usd,0.09317,2024-10-28 06:20:01.000
volume_24h,31701051.0745,2024-10-28 06:20:02.000
market_cap_dominance,0.1213,2024-10-28 06:20:02.000
market_cap,2771513972.7215,2024-10-28 06:20:02.000
circulating_supply,29745861927.168,2024-10-28 06:20:02.000
rank,30.0,2024-10-28 06:20:02.000
price_usd,0.09313,2024-10-28 06:30:02.000
volume_24h,31664959.57,2024-10-28 06:30:03.000
market_cap_dominance,0.1206,2024-10-28 06:30:03.000
market_cap,2770094738.7156,2024-10-28 06:30:03.000
circulating_supply,29745861927.168,2024-10-28 06:30:03.000
rank,30.0,2024-10-28 06:30:03.000
price_usd,0.09307,2024-10-28 06:40:00.000
volume_24h,31771141.053,2024-10-28 06:40:02.000
market_cap_dominance,0.1206,2024-10-28 06:40:02.000
market_cap,2768398399.6918,2024-10-28 06:40:02.000
circulating_supply,29745861919.184,2024-10-28 06:40:02.000
rank,30.0,2024-10-28 06:40:02.000
price_usd,0.09312,2024-10-28 06:50:00.000
volume_24h,31878016.3008,2024-10-28 06:50:01.000
market_cap_dominance,0.1205,2024-10-28 06:50:01.000
market_cap,2769821278.835,2024-10-28 06:50:01.000
circulating_supply,29745861919.184,2024-10-28 06:50:01.000
rank,30.0,2024-10-28 06:50:01.000
price_usd,0.09318,2024-10-28 07:02:01.000
volume_24h,31852233.5023,2024-10-28 07:02:02.000
market_cap_dominance,0.1206,2024-10-28 07:02:02.000
market_cap,2771863961.8257,2024-10-28 07:02:02.000
circulating_supply,29745861919.184,2024-10-28 07:02:02.000
rank,30.0,2024-10-28 07:02:02.000
price_usd,0.09332,2024-10-28 07:10:00.000
volume_24h,31901861.8022,2024-10-28 07:10:02.000
market_cap_dominance,0.1205,2024-10-28 07:10:02.000
market_cap,2775801358.9596,2024-10-28 07:10:02.000
circulating_supply,29745861909.621,2024-10-28 07:10:02.000
rank,30.0,2024-10-28 07:10:02.000
price_usd,0.09382,2024-10-28 07:20:01.000
volume_24h,32350680.862,2024-10-28 07:20:02.000
market_cap_dominance,0.1209,2024-10-28 07:20:02.000
market_cap,2790775369.7033,2024-10-28 07:20:02.000
circulating_supply,29745861909.621,2024-10-28 07:20:02.000
rank,30.0,2024-10-28 07:20:02.000
price_usd,0.09382,2024-10-28 07:30:01.000
volume_24h,32640920.776,2024-10-28 07:30:03.000
market_cap_dominance,0.1202,2024-10-28 07:30:03.000
market_cap,2790667330.8209,2024-10-28 07:30:03.000
circulating_supply,29745861909.621,2024-10-28 07:30:03.000
rank,30.0,2024-10-28 07:30:03.000
price_usd,0.09377,2024-10-28 07:40:00.000
volume_24h,32712411.1429,2024-10-28 07:40:02.000
market_cap_dominance,0.1201,2024-10-28 07:40:02.000
market_cap,2789266626.4823,2024-10-28 07:40:02.000
circulating_supply,29745861896.494,2024-10-28 07:40:02.000
rank,30.0,2024-10-28 07:40:02.000
price_usd,0.09366,2024-10-28 07:50:01.000
volume_24h,33007652.6506,2024-10-28 07:50:02.000
market_cap_dominance,0.1202,2024-10-28 07:50:02.000
market_cap,2786105051.4901,2024-10-28 07:50:02.000
circulating_supply,29745861896.494,2024-10-28 07:50:02.000
rank,30.0,2024-10-28 07:50:02.000
price_usd,0.09366,2024-10-28 08:00:20.000
volume_24h,33116630.3016,2024-10-28 08:00:21.000
market_cap_dominance,0.1202,2024-10-28 08:00:21.000
market_cap,2785910836.5051,2024-10-28 08:00:21.000
circulating_supply,29745861896.494,2024-10-28 08:00:21.000
rank,30.0,2024-10-28 08:00:21.000
price_usd,0.09365,2024-10-28 08:10:01.000
volume_24h,32779676.3676,2024-10-28 08:10:02.000
market_cap_dominance,0.1202,2024-10-28 08:10:02.000
market_cap,2785786719.6853,2024-10-28 08:10:02.000
circulating_supply,29745861884.791,2024-10-28 08:10:02.000
rank,30.0,2024-10-28 08:10:02.000
price_usd,0.09371,2024-10-28 08:20:02.000
volume_24h,32821316.3507,2024-10-28 08:20:03.000
market_cap_dominance,0.1202,2024-10-28 08:20:03.000
market_cap,2787449787.367,2024-10-28 08:20:03.000
circulating_supply,29745861884.791,2024-10-28 08:20:03.000
rank,30.0,2024-10-28 08:20:03.000
price_usd,0.09364,2024-10-28 08:30:01.000
volume_24h,32859530.9448,2024-10-28 08:30:03.000
market_cap_dominance,0.1202,2024-10-28 08:30:03.000
market_cap,2785262472.3311,2024-10-28 08:30:03.000
circulating_supply,29745861884.791,2024-10-28 08:30:03.000
rank,30.0,2024-10-28 08:30:03.000
price_usd,0.09358,2024-10-28 08:40:01.000
volume_24h,32922854.1498,2024-10-28 08:40:03.000
market_cap_dominance,0.1201,2024-10-28 08:40:03.000
market_cap,2783764782.4785,2024-10-28 08:40:03.000
circulating_supply,29745861833.998,2024-10-28 08:40:03.000
rank,30.0,2024-10-28 08:40:03.000
price_usd,0.09358,2024-10-28 08:50:01.000
volume_24h,32810938.503,2024-10-28 08:50:02.000
market_cap_dominance,0.1203,2024-10-28 08:50:02.000
market_cap,2783714876.7025,2024-10-28 08:50:02.000
circulating_supply,29745861833.998,2024-10-28 08:50:02.000
rank,30.0,2024-10-28 08:50:02.000
price_usd,0.09357,2024-10-28 09:02:01.000
volume_24h,32812088.7153,2024-10-28 09:02:03.000
market_cap_dominance,0.1202,2024-10-28 09:02:03.000
market_cap,2783444969.2521,2024-10-28 09:02:03.000
circulating_supply,29745861833.998,2024-10-28 09:02:03.000
rank,30.0,2024-10-28 09:02:03.000
price_usd,0.09358,2024-10-28 09:10:01.000
volume_24h,32553826.4434,2024-10-28 09:10:02.000
market_cap_dominance,0.1202,2024-10-28 09:10:02.000
market_cap,2783600220.1117,2024-10-28 09:10:02.000
circulating_supply,29745861804.183,2024-10-28 09:10:02.000
rank,30.0,2024-10-28 09:10:02.000
price_usd,0.09362,2024-10-28 09:20:01.000
volume_24h,32615850.9695,2024-10-28 09:20:02.000
market_cap_dominance,0.1227,2024-10-28 09:20:02.000
market_cap,2784708882.6826,2024-10-28 09:20:02.000
circulating_supply,29745861804.183,2024-10-28 09:20:03.000
rank,30.0,2024-10-28 09:20:03.000
price_usd,0.09349,2024-10-28 09:30:01.000
volume_24h,32629396.0015,2024-10-28 09:30:03.000
market_cap_dominance,0.1201,2024-10-28 09:30:03.000
market_cap,2780933154.9641,2024-10-28 09:30:03.000
circulating_supply,29745861804.183,2024-10-28 09:30:03.000
rank,30.0,2024-10-28 09:30:03.000
price_usd,0.09338,2024-10-28 09:40:01.000
volume_24h,32744286.9704,2024-10-28 09:40:02.000
market_cap_dominance,0.1201,2024-10-28 09:40:02.000
market_cap,2777761572.6052,2024-10-28 09:40:02.000
circulating_supply,29745861786.684,2024-10-28 09:40:02.000
rank,30.0,2024-10-28 09:40:02.000
price_usd,0.09338,2024-10-28 09:50:01.000
volume_24h,32917127.2242,2024-10-28 09:50:02.000
market_cap_dominance,0.12,2024-10-28 09:50:02.000
market_cap,2777745176.0749,2024-10-28 09:50:02.000
circulating_supply,29745861786.684,2024-10-28 09:50:02.000
rank,30.0,2024-10-28 09:50:02.000
price_usd,0.09368,2024-10-28 10:02:02.000
volume_24h,33098680.2474,2024-10-28 10:02:03.000
market_cap_dominance,0.1199,2024-10-28 10:02:03.000
market_cap,2786731755.2486,2024-10-28 10:02:03.000
circulating_supply,29745861786.684,2024-10-28 10:02:03.000
rank,30.0,2024-10-28 10:02:03.000
price_usd,0.09373,2024-10-28 10:10:01.000
volume_24h,32975611.4558,2024-10-28 10:10:02.000
market_cap_dominance,0.1199,2024-10-28 10:10:02.000
market_cap,2788063059.7147,2024-10-28 10:10:02.000
circulating_supply,29745861776.995,2024-10-28 10:10:02.000
rank,30.0,2024-10-28 10:10:02.000
price_usd,0.09372,2024-10-28 10:20:01.000
volume_24h,32965331.2034,2024-10-28 10:20:02.000
market_cap_dominance,0.1199,2024-10-28 10:20:02.000
market_cap,2787724474.8029,2024-10-28 10:20:02.000
circulating_supply,29745861776.995,2024-10-28 10:20:02.000
rank,30.0,2024-10-28 10:20:02.000
price_usd,0.09368,2024-10-28 10:30:01.000
volume_24h,32937488.8933,2024-10-28 10:30:02.000
market_cap_dominance,0.1198,2024-10-28 10:30:02.000
market_cap,2786518107.0164,2024-10-28 10:30:02.000
circulating_supply,29745861776.995,2024-10-28 10:30:02.000
rank,30.0,2024-10-28 10:30:02.000
price_usd,0.09374,2024-10-28 10:40:01.000
volume_24h,32984335.8395,2024-10-28 10:40:02.000
market_cap_dominance,0.1197,2024-10-28 10:40:02.000
market_cap,2788248435.6634,2024-10-28 10:40:02.000
circulating_supply,29745861738.023,2024-10-28 10:40:02.000
rank,30.0,2024-10-28 10:40:02.000
price_usd,0.09372,2024-10-28 10:50:00.000
volume_24h,32975812.0575,2024-10-28 10:50:01.000
market_cap_dominance,0.1197,2024-10-28 10:50:01.000
market_cap,2787753982.7025,2024-10-28 10:50:01.000
circulating_supply,29745861738.023,2024-10-28 10:50:01.000
rank,30.0,2024-10-28 10:50:01.000
price_usd,0.09365,2024-10-28 11:02:01.000
volume_24h,32918160.254,2024-10-28 11:02:03.000
market_cap_dominance,0.1197,2024-10-28 11:02:03.000
market_cap,2785739031.869,2024-10-28 11:02:03.000
circulating_supply,29745861738.023,2024-10-28 11:02:03.000
rank,30.0,2024-10-28 11:02:03.000
price_usd,0.09359,2024-10-28 11:10:03.000
volume_24h,32863270.772,2024-10-28 11:10:04.000
market_cap_dominance,0.1198,2024-10-28 11:10:04.000
market_cap,2783883557.6056,2024-10-28 11:10:04.000
circulating_supply,29745861729.474,2024-10-28 11:10:04.000
rank,30.0,2024-10-28 11:10:04.000
price_usd,0.09364,2024-10-28 11:20:01.000
volume_24h,32914368.0023,2024-10-28 11:20:02.000
market_cap_dominance,0.1198,2024-10-28 11:20:02.000
market_cap,2785275407.8546,2024-10-28 11:20:02.000
circulating_supply,29745861729.474,2024-10-28 11:20:02.000
rank,30.0,2024-10-28 11:20:02.000
price_usd,0.0935,2024-10-28 11:30:01.000
volume_24h,32925733.0045,2024-10-28 11:30:03.000
market_cap_dominance,0.1196,2024-10-28 11:30:03.000
market_cap,2781132896.5013,2024-10-28 11:30:03.000
circulating_supply,29745861729.474,2024-10-28 11:30:03.000
rank,30.0,2024-10-28 11:30:03.000
price_usd,0.09354,2024-10-28 11:40:01.000
volume_24h,33017987.7837,2024-10-28 11:40:02.000
market_cap_dominance,0.1195,2024-10-28 11:40:02.000
market_cap,2782365959.756,2024-10-28 11:40:02.000
circulating_supply,29745861656.927,2024-10-28 11:40:02.000
rank,30.0,2024-10-28 11:40:02.000
price_usd,0.0935,2024-10-28 11:50:01.000
volume_24h,33107583.74,2024-10-28 11:50:02.000
market_cap_dominance,0.1196,2024-10-28 11:50:02.000
market_cap,2781094259.5794,2024-10-28 11:50:02.000
circulating_supply,29745861656.927,2024-10-28 11:50:02.000
rank,30.0,2024-10-28 11:50:02.000
price_usd,0.09356,2024-10-28 12:02:01.000
volume_24h,33167292.4269,2024-10-28 12:02:02.000
market_cap_dominance,0.1196,2024-10-28 12:02:02.000
market_cap,2782941881.4018,2024-10-28 12:02:02.000
circulating_supply,29745861656.927,2024-10-28 12:02:02.000
rank,30.0,2024-10-28 12:02:02.000
price_usd,0.09355,2024-10-28 12:10:01.000
volume_24h,33110080.8526,2024-10-28 12:10:03.000
market_cap_dominance,0.1195,2024-10-28 12:10:03.000
market_cap,2782646308.7549,2024-10-28 12:10:03.000
circulating_supply,29745861498.464,2024-10-28 12:10:03.000
rank,30.0,2024-10-28 12:10:03.000
price_usd,0.09347,2024-10-28 12:20:01.000
volume_24h,33251075.8625,2024-10-28 12:20:02.000
market_cap_dominance,0.1196,2024-10-28 12:20:02.000
market_cap,2780470463.9456,2024-10-28 12:20:02.000
